;STATUS;NOME PRODUTO;TIPO DE PETIÇÃO;ASSUNTO PETIÇÃO;Nº PROCESSO;PROTOCOLO;EXPEDIENTE;"SITUAÇÃO ANVISA
Encontra-se: ";FILA DE ANÁLISE / LISTA DE ANÁLISE;CATEGORIA MEDICAMENTO;ÁREA DE INTERESSE;FILA;SUBFILA;DATA DE PROTOCOLO;DATA DE DEFERIMENTO;PRAZO MAXIMO DECISAO FINAL ANVISA (PRAZO INICIAL);PRAZO MAXIMO DECISAO FINAL ANVISA (PRORROGAÇÃO);Últ Atualização;Últ. Posição;Data;Posição
36;Em análise do cumprimento de exigência;AZITROMICINA;Pós-registro;10291 - GENÉRICO - Inclusão de rotulagem - Nova destinação;25351.280059/2008-88;202300000006098-68;0676398/23-7;"Situação atual: Em análise do cumprimento de exigência
Início: 08/11/2023

Situação atual: Em Exigência
Início: 14/09/2023

Status: Em análise 
Início: 18/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL";FILA DE ANÁLISE;GENÉRICO;MEDICAMENTO;ROTULAGEM E NOME COMERCIAL;ROTULAGEM E NOME COMERCIAL;2023-07-01;;2024-06-30;2024-10-30;;;2023-08-15;5
37;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-06-30;430
38;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-07-09;430
39;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-07-16;431
40;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-07-23;431
41;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-07-30;431
42;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-08-06;431
43;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-08-13;431
44;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-08-20;431
45;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-08-27;431
46;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-09-03;431
47;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-09-10;430
48;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-09-17;428
49;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-09-24;427
50;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-10-01;427
51;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-10-08;427
52;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-10-15;427
53;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-10-25;427
54;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-10-29;427
55;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-11-05;428
56;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-11-12;428
57;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-11-19;428
58;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-11-26;427
59;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-12-03;427
60;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-12-10;427
61;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-12-17;427
62;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-12-23;427
63;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2021-12-30;427
64;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-01-05;427
65;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-01-11;426
66;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-01-18;425
67;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-01-25;425
68;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-02-01;425
69;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-02-08;429
70;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-02-15;430
71;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-02-22;430
72;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-03-03;430
73;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-03-08;430
74;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-03-15;431
75;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-03-22;430
76;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-03-29;430
77;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-04-05;430
78;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-04-12;430
79;Petição encerrada;CAPTOCORD (CAPTOPRIL);Renovação de Registro;142 - SIMILAR - Renovação de Registro de Medicamento;25000.015600/99-34;25352.563508/2019-73;3248899/19-8;"Situação atual: Petição encerrada
Início: 01/08/2022

Status: Aguardando análise
Início: 13/07/2022
Encontra-se na: CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE";FILA DE ANÁLISE;SIMILAR;MEDICAMENTO;RENOVAÇÃO;GENÉRICOS, NOVOS E SIMILARES;2019-11-22;;2020-11-21;2021-03-23;;427.0;2022-04-19;430
